crane,boom,cwt,radius,lift,capacity,location
250T Grove #2,70m,0T,6.0,58.5,250,Hobart
250T Grove #2,70m,16.5T,6.0,92.0,250,Hobart
250T Grove #2,70m,40T,6.0,101.0,250,Hobart
250T Grove #2,70m,80T,6.0,107.0,250,Hobart
300T Grove,80m,16.5T,6.0,111.0,300,Launceston
300T Grove,80m,35.5T,6.0,117.0,300,Launceston
300T Grove,80m,54.5T,6.0,121.0,300,Launceston
300T Grove,80m,74.5T,6.0,125.0,300,Launceston
300T Grove,80m,92.5T,6.0,127.0,300,Launceston
7T Tadpole,21m,,7.0,1.95,7,Launceston
13T Kato,24m,,7.0,3.35,13,Launceston
40T All Terrain Tadano,35m,1.4T ,7.0,10.9,40,Launceston
40T All Terrain Tadano,35m,6.5T,7.0,15.4,40,Launceston
55T Grove,43m,6.6T,7.0,19.7,55,Launceston
,43m,11.5T C/W,7.0,22.5,9999,Unknown
100T Grove,60m,4.5T C/W,7.0,32.5,100,Launceston
,60m,26.2T,7.0,43.0,9999,Unknown
150T Grove,60m,1T,7.0,34.5,150,Launceston
150T Grove,60m,26.3T,7.0,57.0,150,Launceston
150T Grove,60m,44.56T,7.0,61.5,150,Launceston
250T Grove,78.5m,0T,7.0,41.5,250,Launceston
250T Grove,78.5m,16.5T,7.0,70.5,250,Launceston
250T Grove,78.5m,40T,7.0,88.0,250,Launceston
250T Grove,78.5m,50T,7.0,90.0,250,Launceston
250T Grove,78.5,70T,7.0,93.0,250,Launceston
250T Grove,78.5m,80T,7.0,94.5,250,Launceston
300T Grove,80m,16.5T,7.0,84.5,300,Launceston
300T Grove,80m,35.5T,7.0,104.0,300,Launceston
300T Grove,80m,54.5T,7.0,107.0,300,Launceston
300T Grove,80m,74.5T,7.0,111.0,300,Launceston
300T Grove,80m,92.5T,7.0,113.0,300,Launceston
,,,7.0,,9999,Unknown
2.8T Maeda,8.5m,0,7.0,0.2,2,Hobart
4T Maeda,16.4m,0,7.0,1.38,4,Hobart
13T Kato,24m,0,7.0,3.35,13,Launceston
25T    Kato,31m,0,7.0,10.25,25,Hobart
25T Kato City,29m,0,7.0,10.4,25,Hobart
35T Demag,37.4m,2.5T,7.0,11.7,35,Hobart
35T Demag,37.4m,5.5T,7.0,14.5,35,Hobart
40T Franna,Static,,7.0,10.5,40,Hobart
40T Franna,Mobile,,7.0,9.3,40,Hobart
40T Franna,,,7.0,8.5,40,Hobart
60T Demag,44m,4.6T,7.0,21.4,60,Hobart
60T Demag,44m,11.6T,7.0,26.9,60,Hobart
60T Demag #2,50m,4.7T,7.0,20.1,60,Hobart
60T Demag #2,50m,12.1T,7.0,24.4,60,Hobart
100T Liehbherr,52m,11.5T,7.0,37.5,100,Hobart
100T Liehbherr,52m,35T,7.0,47.0,100,Hobart
220T Tadano,68m,0T,7.0,52.1,220,Hobart
220T Tadano,68m,23.5T,7.0,76.4,220,Hobart
220T Tadano,68m,47T,7.0,86.6,220,Hobart
220T Tadano,68m,71T,7.0,96.3,220,Hobart
250T Grove #2,70m,0T,7.0,41.0,250,Hobart
250T Grove #2,70m,16.5T,7.0,70.0,250,Hobart
250T Grove #2,70m,40T,7.0,88.5,250,Hobart
250T Grove #2,70m,80T,7.0,95.0,250,Hobart
300T Grove,80m,16.5T,7.0,84.5,300,Launceston
300T Grove,80m,35.5T,7.0,104.0,300,Launceston
300T Grove,80m,54.5T,7.0,107.0,300,Launceston
300T Grove,80m,74.5T,7.0,111.0,300,Launceston
300T Grove,80m,92.5T,7.0,113.0,300,Launceston
7T Tadpole,21m,,8.0,1.55,7,Launceston
13T Kato,24m,,8.0,2.7,13,Launceston
40T All Terrain Tadano,35m,1.4T ,8.0,8.8,40,Launceston
40T All Terrain Tadano,35m,6.5T,8.0,12.4,40,Launceston
55T Grove,43m,6.6T,8.0,15.9,55,Launceston
,43m,11.5T C/W,8.0,19.3,9999,Unknown
100T Grove,60m,4.5T C/W,8.0,25.5,100,Launceston
,60m,26.2T,8.0,38.0,9999,Unknown
150T Grove,60m,1T,8.0,28.0,150,Launceston
150T Grove,60m,26.3T,8.0,49.0,150,Launceston
150T Grove,60m,44.56T,8.0,55.5,150,Launceston
250T Grove,78.5m,0T,8.0,33.0,250,Launceston
250T Grove,78.5m,16.5T,8.0,54.5,250,Launceston
250T Grove,78.5m,40T,8.0,77.0,250,Launceston
250T Grove,78.5m,50T,8.0,80.0,250,Launceston
250T Grove,78.5,70T,8.0,83.5,250,Launceston
250T Grove,78.5m,80T,8.0,84.5,250,Launceston
300T Grove,80m,16.5T,8.0,65.5,300,Launceston
300T Grove,80m,35.5T,8.0,89.0,300,Launceston
300T Grove,80m,54.5T,8.0,96.0,300,Launceston
300T Grove,80m,74.5T,8.0,99.0,300,Launceston
300T Grove,80m,92.5T,8.0,102.0,300,Launceston
,,,8.0,,9999,Unknown
2.8T Maeda,8.5m,0,8.0,0.15,2,Hobart
4T Maeda,16.4m,0,8.0,1.13,4,Hobart
13T Kato,24m,0,8.0,2.7,13,Launceston
25T    Kato,31m,0,8.0,8.65,25,Hobart
25T Kato City,29m,0,8.0,8.3,25,Hobart
35T Demag,37.4m,2.5T,8.0,9.5,35,Hobart
35T Demag,37.4m,5.5T,8.0,11.5,35,Hobart
40T Franna,Static,,8.0,8.5,40,Hobart
40T Franna,Mobile,,8.0,7.5,40,Hobart
40T Franna,,,8.0,6.5,40,Hobart
60T Demag,44m,4.6T,8.0,17.7,60,Hobart
60T Demag,44m,11.6T,8.0,22.8,60,Hobart
60T Demag #2,50m,4.7T,8.0,15.9,60,Hobart
60T Demag #2,50m,12.1T,8.0,21.8,60,Hobart
100T Liehbherr,52m,11.5T,8.0,31.5,100,Hobart
100T Liehbherr,52m,35T,8.0,41.0,100,Hobart
220T Tadano,68m,0T,8.0,40.1,220,Hobart
220T Tadano,68m,23.5T,8.0,65.6,220,Hobart
220T Tadano,68m,47T,8.0,74.9,220,Hobart
220T Tadano,68m,71T,8.0,83.6,220,Hobart
250T Grove #2,70m,0T,8.0,33.0,250,Hobart
250T Grove #2,70m,16.5T,8.0,54.0,250,Hobart
250T Grove #2,70m,40T,8.0,77.0,250,Hobart
250T Grove #2,70m,80T,8.0,85.0,250,Hobart
300T Grove,80m,16.5T,8.0,65.5,300,Launceston
300T Grove,80m,35.5T,8.0,89.0,300,Launceston
300T Grove,80m,54.5T,8.0,96.0,300,Launceston
300T Grove,80m,74.5T,8.0,99.0,300,Launceston
300T Grove,80m,92.5T,8.0,102.0,300,Launceston
7T Tadpole,21m,,9.0,1.3,7,Launceston
13T Kato,24m,,9.0,2.3,13,Launceston
40T All Terrain Tadano,35m,1.4T ,9.0,7.3,40,Launceston
40T All Terrain Tadano,35m,6.5T,9.0,10.4,40,Launceston
55T Grove,43m,6.6T,9.0,13.0,55,Launceston
,43m,11.5T C/W,9.0,15.9,9999,Unknown
100T Grove,60m,4.5T C/W,9.0,20.5,100,Launceston
,60m,26.2T,9.0,34.0,9999,Unknown
150T Grove,60m,1T,9.0,22.5,150,Launceston
150T Grove,60m,26.3T,9.0,43.5,150,Launceston
150T Grove,60m,44.56T,9.0,48.5,150,Launceston
250T Grove,78.5m,0T,9.0,26.5,250,Launceston
250T Grove,78.5m,16.5T,9.0,45.5,250,Launceston
250T Grove,78.5m,40T,9.0,67.0,250,Launceston
250T Grove,78.5m,50T,9.0,71.0,250,Launceston
250T Grove,78.5,70T,9.0,75.0,250,Launceston
250T Grove,78.5m,80T,9.0,76.5,250,Launceston
300T Grove,80m,16.5T,9.0,54.5,300,Launceston
300T Grove,80m,35.5T,9.0,76.5,300,Launceston
300T Grove,80m,54.5T,9.0,86.5,300,Launceston
300T Grove,80m,74.5T,9.0,89.0,300,Launceston
300T Grove,80m,92.5T,9.0,91.5,300,Launceston
,,,9.0,,9999,Unknown
2.8T Maeda,8.5m,0,9.0,,2,Hobart
4T Maeda,16.4m,0,9.0,0.93,4,Hobart
13T Kato,24m,0,9.0,2.3,13,Launceston
25T    Kato,31m,0,9.0,7.2,25,Hobart
25T Kato City,29m,0,9.0,6.9,25,Hobart
35T Demag,37.4m,2.5T,9.0,7.8,35,Hobart
35T Demag,37.4m,5.5T,9.0,9.5,35,Hobart
40T Franna,Static,,9.0,7.3,40,Hobart
40T Franna,Mobile,,9.0,6.5,40,Hobart
40T Franna,,,9.0,5.5,40,Hobart
60T Demag,44m,4.6T,9.0,14.3,60,Hobart
60T Demag,44m,11.6T,9.0,19.7,60,Hobart
60T Demag #2,50m,4.7T,9.0,13.4,60,Hobart
60T Demag #2,50m,12.1T,9.0,18.1,60,Hobart
100T Liehbherr,52m,11.5T,9.0,26.1,100,Hobart
100T Liehbherr,52m,35T,9.0,36.0,100,Hobart
220T Tadano,68m,0T,9.0,33.1,220,Hobart
220T Tadano,68m,23.5T,9.0,53.0,220,Hobart
220T Tadano,68m,47T,9.0,65.8,220,Hobart
220T Tadano,68m,71T,9.0,73.6,220,Hobart
250T Grove #2,70m,0T,9.0,26.5,250,Hobart
250T Grove #2,70m,16.5T,9.0,45.5,250,Hobart
250T Grove #2,70m,40T,9.0,67.0,250,Hobart
250T Grove #2,70m,80T,9.0,77.0,250,Hobart
300T Grove,80m,16.5T,9.0,54.5,300,Launceston
300T Grove,80m,35.5T,9.0,76.5,300,Launceston
300T Grove,80m,54.5T,9.0,86.5,300,Launceston
300T Grove,80m,74.5T,9.0,89.0,300,Launceston
300T Grove,80m,92.5T,9.0,91.5,300,Launceston
7T Tadpole,21m,,10.0,1.1,7,Launceston
13T Kato,24m,,10.0,1.95,13,Launceston
40T All Terrain Tadano,35m,1.4T ,10.0,6.1,40,Launceston
40T All Terrain Tadano,35m,6.5T,10.0,8.8,40,Launceston
55T Grove,43m,6.6T,10.0,11.0,55,Launceston
,43m,11.5T C/W,10.0,13.8,9999,Unknown
100T Grove,60m,4.5T C/W,10.0,18.0,100,Launceston
,60m,26.2T,10.0,30.0,9999,Unknown
150T Grove,60m,1T,10.0,19.0,150,Launceston
150T Grove,60m,26.3T,10.0,38.5,150,Launceston
150T Grove,60m,44.56T,10.0,43.0,150,Launceston
250T Grove,78.5m,0T,10.0,21.5,250,Launceston
250T Grove,78.5m,16.5T,10.0,38.0,250,Launceston
250T Grove,78.5m,40T,10.0,59.0,250,Launceston
250T Grove,78.5m,50T,10.0,63.0,250,Launceston
250T Grove,78.5,70T,10.0,67.5,250,Launceston
250T Grove,78.5m,80T,10.0,69.5,250,Launceston
300T Grove,80m,16.5T,10.0,45.0,300,Launceston
300T Grove,80m,35.5T,10.0,63.5,300,Launceston
300T Grove,80m,54.5T,10.0,77.5,300,Launceston
300T Grove,80m,74.5T,10.0,81.0,300,Launceston
300T Grove,80m,92.5T,10.0,83.5,300,Launceston
,,,10.0,,9999,Unknown
2.8T Maeda,8.5m,0,10.0,,2,Hobart
4T Maeda,16.4m,0,10.0,0.83,4,Hobart
13T Kato,24m,0,10.0,1.95,13,Launceston
25T    Kato,31m,0,10.0,6.35,25,Hobart
25T Kato City,29m,0,10.0,5.7,25,Hobart
35T Demag,37.4m,2.5T,10.0,6.5,35,Hobart
35T Demag,37.4m,5.5T,10.0,8.0,35,Hobart
40T Franna,Static,,10.0,6.4,40,Hobart
40T Franna,Mobile,,10.0,5.7,40,Hobart
40T Franna,,,10.0,4.8,40,Hobart
60T Demag,44m,4.6T,10.0,11.8,60,Hobart
60T Demag,44m,11.6T,10.0,16.7,60,Hobart
60T Demag #2,50m,4.7T,10.0,11.3,60,Hobart
60T Demag #2,50m,12.1T,10.0,15.3,60,Hobart
100T Liehbherr,52m,11.5T,10.0,22.4,100,Hobart
100T Liehbherr,52m,35T,10.0,31.5,100,Hobart
220T Tadano,68m,0T,10.0,27.2,220,Hobart
220T Tadano,68m,23.5T,10.0,43.5,220,Hobart
220T Tadano,68m,47T,10.0,58.2,220,Hobart
220T Tadano,68m,71T,10.0,65.4,220,Hobart
250T Grove #2,70m,0T,10.0,22.0,250,Hobart
250T Grove #2,70m,16.5T,10.0,37.5,250,Hobart
250T Grove #2,70m,40T,10.0,59.5,250,Hobart
250T Grove #2,70m,80T,10.0,69.5,250,Hobart
300T Grove,80m,16.5T,10.0,45.0,300,Launceston
300T Grove,80m,35.5T,10.0,63.5,300,Launceston
300T Grove,80m,54.5T,10.0,77.5,300,Launceston
300T Grove,80m,74.5T,10.0,81.0,300,Launceston
300T Grove,80m,92.5T,10.0,83.5,300,Launceston
7T Tadpole,21m,,11.0,0.9,7,Launceston
13T Kato,24m,,11.0,1.75,13,Launceston
40T All Terrain Tadano,35m,1.4T ,11.0,5.2,40,Launceston
40T All Terrain Tadano,35m,6.5T,11.0,7.6,40,Launceston
55T Grove,43m,6.6T,11.0,9.7,55,Launceston
,43m,11.5T C/W,11.0,11.8,9999,Unknown
100T Grove,60m,4.5T C/W,11.0,15.3,100,Launceston
,60m,26.2T,11.0,27.0,9999,Unknown
150T Grove,60m,1T,11.0,16.2,150,Launceston
150T Grove,60m,26.3T,11.0,34.5,150,Launceston
150T Grove,60m,44.56T,11.0,38.5,150,Launceston
250T Grove,78.5m,0T,11.0,19.4,250,Launceston
250T Grove,78.5m,16.5T,11.0,31.5,250,Launceston
250T Grove,78.5m,40T,11.0,50.0,250,Launceston
250T Grove,78.5m,50T,11.0,56.5,250,Launceston
250T Grove,78.5,70T,11.0,61.5,250,Launceston
250T Grove,78.5m,80T,11.0,63.0,250,Launceston
300T Grove,80m,16.5T,11.0,39.0,300,Launceston
300T Grove,80m,35.5T,11.0,55.5,300,Launceston
300T Grove,80m,54.5T,11.0,70.0,300,Launceston
300T Grove,80m,74.5T,11.0,74.0,300,Launceston
300T Grove,80m,92.5T,11.0,76.0,300,Launceston
,,,11.0,,9999,Unknown
2.8T Maeda,8.5m,0,11.0,,2,Hobart
4T Maeda,16.4m,0,11.0,0.69,4,Hobart
13T Kato,24m,0,11.0,1.75,13,Launceston
25T    Kato,31m,0,11.0,5.15,25,Hobart
25T Kato City,29m,0,11.0,4.9,25,Hobart
35T Demag,37.4m,2.5T,11.0,5.4,35,Hobart
35T Demag,37.4m,5.5T,11.0,6.7,35,Hobart
40T Franna,Static,,11.0,5.6,40,Hobart
40T Franna,Mobile,,11.0,5.0,40,Hobart
40T Franna,,,11.0,4.2,40,Hobart
60T Demag,44m,4.6T,11.0,,60,Hobart
60T Demag,44m,11.6T,11.0,,60,Hobart
60T Demag #2,50m,4.7T,11.0,,60,Hobart
60T Demag #2,50m,12.1T,11.0,,60,Hobart
100T Liehbherr,52m,11.5T,11.0,,100,Hobart
100T Liehbherr,52m,35T,11.0,,100,Hobart
220T Tadano,68m,0T,11.0,,220,Hobart
220T Tadano,68m,23.5T,11.0,39.7,220,Hobart
220T Tadano,68m,47T,11.0,52.7,220,Hobart
220T Tadano,68m,71T,11.0,58.6,220,Hobart
250T Grove #2,70m,0T,11.0,19.2,250,Hobart
250T Grove #2,70m,16.5T,11.0,32.0,250,Hobart
250T Grove #2,70m,40T,11.0,50.5,250,Hobart
250T Grove #2,70m,80T,11.0,63.5,250,Hobart
300T Grove,80m,16.5T,11.0,39.0,300,Launceston
300T Grove,80m,35.5T,11.0,55.5,300,Launceston
300T Grove,80m,54.5T,11.0,70.0,300,Launceston
300T Grove,80m,74.5T,11.0,74.0,300,Launceston
300T Grove,80m,92.5T,11.0,76.0,300,Launceston
7T Tadpole,21m,,12.0,0.78,7,Launceston
13T Kato,24m,,12.0,1.5,13,Launceston
40T All Terrain Tadano,35m,1.4T ,12.0,4.5,40,Launceston
40T All Terrain Tadano,35m,6.5T,12.0,6.7,40,Launceston
55T Grove,43m,6.6T,12.0,8.4,55,Launceston
,43m,11.5T C/W,12.0,10.4,9999,Unknown
100T Grove,60m,4.5T C/W,12.0,13.3,100,Launceston
,60m,26.2T,12.0,24.5,9999,Unknown
150T Grove,60m,1T,12.0,14.1,150,Launceston
150T Grove,60m,26.3T,12.0,30.5,150,Launceston
150T Grove,60m,44.56T,12.0,35.0,150,Launceston
250T Grove,78.5m,0T,12.0,16.8,250,Launceston
250T Grove,78.5m,16.5T,12.0,27.5,250,Launceston
250T Grove,78.5m,40T,12.0,43.5,250,Launceston
250T Grove,78.5m,50T,12.0,50.0,250,Launceston
250T Grove,78.5,70T,12.0,56.0,250,Launceston
250T Grove,78.5m,80T,12.0,58.0,250,Launceston
300T Grove,80m,16.5T,12.0,35.0,300,Launceston
300T Grove,80m,35.5T,12.0,48.0,300,Launceston
300T Grove,80m,54.5T,12.0,61.0,300,Launceston
300T Grove,80m,74.5T,12.0,68.0,300,Launceston
300T Grove,80m,92.5T,12.0,70.0,300,Launceston
,,,12.0,,9999,Unknown
2.8T Maeda,8.5m,0,12.0,,2,Hobart
4T Maeda,16.4m,0,12.0,0.53,4,Hobart
13T Kato,24m,0,12.0,1.5,13,Launceston
25T    Kato,31m,0,12.0,4.65,25,Hobart
25T Kato City,29m,0,12.0,4.15,25,Hobart
35T Demag,37.4m,2.5T,12.0,4.8,35,Hobart
35T Demag,37.4m,5.5T,12.0,6.0,35,Hobart
40T Franna,Static,,12.0,5.0,40,Hobart
40T Franna,Mobile,,12.0,4.5,40,Hobart
40T Franna,,,12.0,3.7,40,Hobart
60T Demag,44m,4.6T,12.0,8.5,60,Hobart
60T Demag,44m,11.6T,12.0,12.4,60,Hobart
60T Demag #2,50m,4.7T,12.0,8.5,60,Hobart
60T Demag #2,50m,12.1T,12.0,11.8,60,Hobart
100T Liehbherr,52m,11.5T,12.0,16.5,100,Hobart
100T Liehbherr,52m,35T,12.0,25.3,100,Hobart
220T Tadano,68m,0T,12.0,23.3,220,Hobart
220T Tadano,68m,23.5T,12.0,35.1,220,Hobart
220T Tadano,68m,47T,12.0,47.2,220,Hobart
220T Tadano,68m,71T,12.0,54.0,220,Hobart
250T Grove #2,70m,0T,12.0,16.6,250,Hobart
250T Grove #2,70m,16.5T,12.0,28.0,250,Hobart
250T Grove #2,70m,40T,12.0,44.0,250,Hobart
250T Grove #2,70m,80T,12.0,58.0,250,Hobart
300T Grove,80m,16.5T,12.0,35.0,300,Launceston
300T Grove,80m,35.5T,12.0,48.0,300,Launceston
300T Grove,80m,54.5T,12.0,61.0,300,Launceston
300T Grove,80m,74.5T,12.0,68.0,300,Launceston
300T Grove,80m,92.5T,12.0,70.0,300,Launceston
7T Tadpole,21m,,13.0,0.7,7,Launceston
13T Kato,24m,,13.0,1.3,13,Launceston
40T All Terrain Tadano,35m,1.4T ,13.0,,40,Launceston
40T All Terrain Tadano,35m,6.5T,13.0,,40,Launceston
55T Grove,43m,6.6T,13.0,7.3,55,Launceston
,43m,11.5T C/W,13.0,9.3,9999,Unknown
100T Grove,60m,4.5T C/W,13.0,11.8,100,Launceston
,60m,26.2T,13.0,22.0,9999,Unknown
150T Grove,60m,1T,13.0,12.4,150,Launceston
150T Grove,60m,26.3T,13.0,26.5,150,Launceston
150T Grove,60m,44.56T,13.0,32.0,150,Launceston
250T Grove,78.5m,0T,13.0,14.7,250,Launceston
250T Grove,78.5m,16.5T,13.0,24.5,250,Launceston
250T Grove,78.5m,40T,13.0,39.0,250,Launceston
250T Grove,78.5m,50T,13.0,44.0,250,Launceston
250T Grove,78.5,70T,13.0,51.5,250,Launceston
250T Grove,78.5m,80T,13.0,53.0,250,Launceston
300T Grove,80m,16.5T,13.0,30.0,300,Launceston
300T Grove,80m,35.5T,13.0,43.0,300,Launceston
300T Grove,80m,54.5T,13.0,53.5,300,Launceston
300T Grove,80m,74.5T,13.0,62.5,300,Launceston
300T Grove,80m,92.5T,13.0,64.5,300,Launceston
,,,13.0,,9999,Unknown
2.8T Maeda,8.5m,0,13.0,,2,Hobart
4T Maeda,16.4m,0,13.0,0.43,4,Hobart
13T Kato,24m,0,13.0,1.3,13,Launceston
25T    Kato,31m,0,13.0,,25,Hobart
25T Kato City,29m,0,13.0,3.55,25,Hobart
35T Demag,37.4m,2.5T,13.0,4.0,35,Hobart
35T Demag,37.4m,5.5T,13.0,5.2,35,Hobart
40T Franna,Static,,13.0,4.5,40,Hobart
40T Franna,Mobile,,13.0,4.0,40,Hobart
40T Franna,,,13.0,3.4,40,Hobart
60T Demag,44m,4.6T,13.0,,60,Hobart
60T Demag,44m,11.6T,13.0,,60,Hobart
60T Demag #2,50m,4.7T,13.0,,60,Hobart
60T Demag #2,50m,12.1T,13.0,,60,Hobart
100T Liehbherr,52m,11.5T,13.0,,100,Hobart
100T Liehbherr,52m,35T,13.0,,100,Hobart
220T Tadano,68m,0T,13.0,,220,Hobart
220T Tadano,68m,23.5T,13.0,,220,Hobart
220T Tadano,68m,47T,13.0,,220,Hobart
220T Tadano,68m,71T,13.0,,220,Hobart
250T Grove #2,70m,0T,13.0,14.5,250,Hobart
250T Grove #2,70m,16.5T,13.0,25.0,250,Hobart
250T Grove #2,70m,40T,13.0,38.5,250,Hobart
250T Grove #2,70m,80T,13.0,53.5,250,Hobart
300T Grove,80m,16.5T,13.0,30.0,300,Launceston
300T Grove,80m,35.5T,13.0,43.0,300,Launceston
300T Grove,80m,54.5T,13.0,53.5,300,Launceston
300T Grove,80m,74.5T,13.0,62.5,300,Launceston
300T Grove,80m,92.5T,13.0,64.5,300,Launceston
7T Tadpole,21m,,14.0,0.6,7,Launceston
13T Kato,24m,,14.0,1.15,13,Launceston
40T All Terrain Tadano,35m,1.4T ,14.0,3.4,40,Launceston
40T All Terrain Tadano,35m,6.5T,14.0,5.2,40,Launceston
55T Grove,43m,6.6T,14.0,6.4,55,Launceston
,43m,11.5T C/W,14.0,8.3,9999,Unknown
100T Grove,60m,4.5T C/W,14.0,10.5,100,Launceston
,60m,26.2T,14.0,20.0,9999,Unknown
150T Grove,60m,1T,14.0,10.9,150,Launceston
150T Grove,60m,26.3T,14.0,24.0,150,Launceston
150T Grove,60m,44.56T,14.0,29.5,150,Launceston
250T Grove,78.5m,0T,14.0,13.0,250,Launceston
250T Grove,78.5m,16.5T,14.0,22.0,250,Launceston
250T Grove,78.5m,40T,14.0,34.5,250,Launceston
250T Grove,78.5m,50T,14.0,39.0,250,Launceston
250T Grove,78.5,70T,14.0,47.0,250,Launceston
250T Grove,78.5m,80T,14.0,49.0,250,Launceston
300T Grove,80m,16.5T,14.0,27.0,300,Launceston
300T Grove,80m,35.5T,14.0,37.5,300,Launceston
300T Grove,80m,54.5T,14.0,47.5,300,Launceston
300T Grove,80m,74.5T,14.0,57.5,300,Launceston
300T Grove,80m,92.5T,14.0,60.0,300,Launceston
,,,14.0,,9999,Unknown
2.8T Maeda,8.5m,0,14.0,,2,Hobart
4T Maeda,16.4m,0,14.0,0.32,4,Hobart
13T Kato,24m,0,14.0,1.15,13,Launceston
25T    Kato,31m,0,14.0,3.6,25,Hobart
25T Kato City,29m,0,14.0,3.05,25,Hobart
35T Demag,37.4m,2.5T,14.0,3.4,35,Hobart
35T Demag,37.4m,5.5T,14.0,4.6,35,Hobart
40T Franna,Static,,14.0,4.0,40,Hobart
40T Franna,Mobile,,14.0,3.6,40,Hobart
40T Franna,,,14.0,3.1,40,Hobart
60T Demag,44m,4.6T,14.0,6.4,60,Hobart
60T Demag,44m,11.6T,14.0,9.6,60,Hobart
60T Demag #2,50m,4.7T,14.0,6.7,60,Hobart
60T Demag #2,50m,12.1T,14.0,9.4,60,Hobart
100T Liehbherr,52m,11.5T,14.0,13.2,100,Hobart
100T Liehbherr,52m,35T,14.0,20.8,100,Hobart
220T Tadano,68m,0T,14.0,19.7,220,Hobart
220T Tadano,68m,23.5T,14.0,27.1,220,Hobart
220T Tadano,68m,47T,14.0,38.7,220,Hobart
220T Tadano,68m,71T,14.0,45.1,220,Hobart
250T Grove #2,70m,0T,14.0,12.7,250,Hobart
